"Election","Jurisdiction Name","Reporting County Name","DataEntry Jurisdiction Name","DataEntry Level Name","Office","Office Category","Ballot Order","Name on Ballot","Political Party","Winner","Number of Office Seats","Total Votes"
"2018 Primary Election","Statewide","Miami","Miami","Locality","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","1779"
"2018 Primary Election","Statewide","Miami","Miami","Locality","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","1414"
"2018 Primary Election","Statewide","Monroe","Monroe","Locality","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","12003"
"2018 Primary Election","Statewide","Monroe","Monroe","Locality","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","1000"
"2018 Primary Election","Statewide","Monroe","Monroe","Locality","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","1660"
"2018 Primary Election","Statewide","Monroe","Monroe","Locality","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","1620"
"2018 Primary Election","Statewide","Montgomery","Montgomery","Locality","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","579"
"2018 Primary Election","Statewide","Montgomery","Montgomery","Locality","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","950"
"2018 Primary Election","Statewide","Montgomery","Montgomery","Locality","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","1515"
"2018 Primary Election","Statewide","Montgomery","Montgomery","Locality","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","1771"
"2018 Primary Election","Statewide","Morgan","Morgan","Locality","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","1335"
"2018 Primary Election","Statewide","Morgan","Morgan","Locality","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","1883"
"2018 Primary Election","Statewide","Morgan","Morgan","Locality","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","3767"
"2018 Primary Election","Statewide","Morgan","Morgan","Locality","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","3815"
"2018 Primary Election","Statewide","Newton","Beaver 1","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","11"
"2018 Primary Election","Statewide","Newton","Beaver 1","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","26"
"2018 Primary Election","Statewide","Newton","Beaver 1","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","44"
"2018 Primary Election","Statewide","Newton","Beaver 1","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","57"
"2018 Primary Election","Statewide","Newton","Beaver 2","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","14"
"2018 Primary Election","Statewide","Newton","Beaver 2","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","30"
"2018 Primary Election","Statewide","Newton","Beaver 2","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","69"
"2018 Primary Election","Statewide","Newton","Beaver 2","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","76"
"2018 Primary Election","Statewide","Newton","Colfax","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","2"
"2018 Primary Election","Statewide","Newton","Colfax","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","0"
"2018 Primary Election","Statewide","Newton","Colfax","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","10"
"2018 Primary Election","Statewide","Newton","Colfax","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","7"
"2018 Primary Election","Statewide","Newton","Grant 1","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","7"
"2018 Primary Election","Statewide","Newton","Grant 1","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","11"
"2018 Primary Election","Statewide","Newton","Grant 1","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","39"
"2018 Primary Election","Statewide","Newton","Grant 1","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","28"
"2018 Primary Election","Statewide","Newton","Grant 2","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","5"
"2018 Primary Election","Statewide","Newton","Grant 2","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","9"
"2018 Primary Election","Statewide","Newton","Grant 2","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","23"
"2018 Primary Election","Statewide","Newton","Grant 2","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","21"
"2018 Primary Election","Statewide","Newton","Iroquois 1","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","6"
"2018 Primary Election","Statewide","Newton","Iroquois 1","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","12"
"2018 Primary Election","Statewide","Newton","Iroquois 1","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","30"
"2018 Primary Election","Statewide","Newton","Iroquois 1","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","21"
"2018 Primary Election","Statewide","Newton","Iroquois 2","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","12"
"2018 Primary Election","Statewide","Newton","Iroquois 2","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","28"
"2018 Primary Election","Statewide","Newton","Iroquois 2","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","37"
"2018 Primary Election","Statewide","Newton","Iroquois 2","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","46"
"2018 Primary Election","Statewide","Newton","Jackson","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","18"
"2018 Primary Election","Statewide","Newton","Jackson","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","10"
"2018 Primary Election","Statewide","Newton","Jackson","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","23"
"2018 Primary Election","Statewide","Newton","Jackson","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","24"
"2018 Primary Election","Statewide","Newton","Jefferson 1","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","13"
"2018 Primary Election","Statewide","Newton","Jefferson 1","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","25"
"2018 Primary Election","Statewide","Newton","Jefferson 1","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","37"
"2018 Primary Election","Statewide","Newton","Jefferson 1","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","45"
"2018 Primary Election","Statewide","Newton","Jefferson 2","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","16"
"2018 Primary Election","Statewide","Newton","Jefferson 2","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","18"
"2018 Primary Election","Statewide","Newton","Jefferson 2","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","57"
"2018 Primary Election","Statewide","Newton","Jefferson 2","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","54"
"2018 Primary Election","Statewide","Newton","Jefferson 3","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","18"
"2018 Primary Election","Statewide","Newton","Jefferson 3","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","5"
"2018 Primary Election","Statewide","Newton","Jefferson 3","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","21"
"2018 Primary Election","Statewide","Newton","Jefferson 3","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","35"
"2018 Primary Election","Statewide","Newton","Lake 1","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","35"
"2018 Primary Election","Statewide","Newton","Lake 1","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","36"
"2018 Primary Election","Statewide","Newton","Lake 1","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","44"
"2018 Primary Election","Statewide","Newton","Lake 1","Precinct","United States Senator From Indiana","US Senator","30","Todd Rokita","Republican","No","1","53"
"2018 Primary Election","Statewide","Newton","Lake 2","Precinct","United States Senator From Indiana","US Senator","30","Joe Donnelly","Democratic","Yes","1","26"
"2018 Primary Election","Statewide","Newton","Lake 2","Precinct","United States Senator From Indiana","US Senator","30","Luke Messer","Republican","No","1","17"
"2018 Primary Election","Statewide","Newton","Lake 2","Precinct","United States Senator From Indiana","US Senator","30","Mike Braun","Republican","Yes","1","47"
